Category,Message
ham,ya that one is slow as poo
ham,dear all as we know  ltgt th is the  ltgt th birthday of our loving gopalettan we are planning to give a small gift on that day those who like to participate in that you are welcome please contact our admin team for more details
ham,sorry ill call later
ham,yup hey then one day on fri we can ask miwa and jiayin take leave go karaoke 
ham,hello hows you and how did saturday go i was just texting to see if youd decided to do anything tomo not that im trying to invite myself or anything
ham,goin to workout lor muz lose e fats 
ham,waaaat lololo ok next time then
ham,"\petey boy whereare you me and all your friendsare in thekingshead come down if you canlove nic\"""""
ham,k tell me anything about you
ham,so _ pay first lar then when is da stock comin
ham,fyi im at usf now swing by the room whenever
ham,or ill be a little closer like at the bus stop on the same street
ham,having lunchyou are not in onlinewhy
ham,have a good trip watch out for  remember when you get back we must decide about easter
ham,oh god i am happy to see your message after  days
spam,u have a secret admirer who is looking  make contact with ufind out who they rreveal who thinks ur so specialcall on 
ham,kkwhere are youhow did you performed
ham,hiya probably coming home  weekend after next
ham,don knowwait i will check it
ham,thats the way you should stay oh
ham,well i was about to give up cos they all said no they didnt do one nighters i persevered and found one but it is very cheap so i apologise in advance it is just somewhere to sleep isnt it
ham,nothin comes to my mind  help me buy hanger lor ur laptop not heavy
ham,please ask mummy to call father
ham,sthis will increase the chance of winning
ham,carlos says we can pick up from him later so yeah were set
ham,take us out shopping and mark will distract isaiahd
spam,hi  ibh customer loyalty offer the new nokia mobile from only  at txtauctiontxt wordstart to no  get yours nowt
spam,bloomberg message center  why wait apply for your future httpcareers bloombergcom
ham,good morning my love  i go to sleep now and wish you a great day full of feeling better and opportunity  you are my last thought babe i love you kiss
ham,how will i creep on you now _
ham,evening  v good if somewhat event laden will fill you in dont you worry _ head  ok but throat  wrecked see you at six then
ham,ok me watching tv too
ham,i tot its my group mate lucky i havent reply wat time do _ need to leave 
ham, all write or wat
spam,do you realize that in about  years well have thousands of old ladies running around with tattoos
ham,thats what i love to hear v see you sundayish then
spam,free for st week no nokia tone  ur mob every week just txt nokia to  get txting and tell ur mates wwwgetzedcouk pobox  wwq normptone 
ham,as usualiam fine happy amp doing well
ham,lol wtf random btw is that your lunch break
ham,oh yes ive just been a little under the weather so ive kind of been coccooning at home
ham,\hey kate
ham,sure but make sure he knows we aint smokin yet
ham,would really appreciate if you call me just need someone to talk to
ham,sitting in mu waiting for everyone to get out of my suite so i can take a shower
ham,dont show yourself how far put new pictures up on facebook
ham,how to make a girl happy its not at all difficult to make girls happy u only need to be  a friend  companion  lover  chef     ltgt  good listener  ltgt  organizer  ltgt  good boyfriend  ltgt  very clean  ltgt  sympathetic  ltgt  athletic  ltgt  warm     ltgt  courageous  ltgt  determined  ltgt  true  ltgt  dependable  ltgt  intelligent     ltgt  psychologist  ltgt  pest exterminator  ltgt  psychiatrist  ltgt  healer    ltgt  stylist  ltgt  driver   aaniye pudunga venaam
ham,for me the love should start with attractioni should feel that i need her every time around meshe should be the first thing which comes in my thoughtsi would start the day and end it with hershe should be there every time i dreamlove will be then when my every breath has her namemy life should happen around hermy life will be named to heri would cry for herwill give all my happiness and take all her sorrowsi will be ready to fight with anyone for heri will be in love when i will be doing the craziest things for herlove will be when i dont have to proove anyone that my girl is the most beautiful lady on the whole planeti will always be singing praises for herlove will be when i start up making chicken curry and end up makiing sambarlife will be the most beautiful thenwill get every morning and thank god for the day because she is with mei would like to say a lotwill tell later
ham,thankyou so much for the call i appreciate your care
ham,ok ur typical reply
ham,if i start sending blackberry torch to nigeria will you find buyer for melike a month and tell dad not to buy bb from anyone oh
ham,well i was about to give up cos they all said no they didnt do one nighters i persevered and found one but it is very cheap so i apologise in advance it is just somewhere to sleep isnt it
ham,ok i wont call or disturb any one i know all are avoiding me i am a burden for all
ham,my trip was ok but quite tiring lor uni starts today but its ok  me cos im not taking any modules but jus concentrating on my final yr project
ham,probably a couple hours tops
ham,im an actor when i work i work in the evening and sleep late since im unemployed at the moment i always sleep late when youre unemployed every day is saturday
ham,then u ask darren go n pick u lor but i oso sian tmr haf  meet lect
ham,im fine hope you are also
ham,beerage
ham,well i was about to give up cos they all said no they didnt do one nighters i persevered and found one but it is very cheap so i apologise in advance it is just somewhere to sleep isnt it
spam,freeday sexy st georges day pic of jordantxt pic to  dont miss out then every wk a saucy celeb more pics c pocketbabecouk  wk
ham,he also knows about lunch menu only da  i know
ham,still in the area of the restaurant ill try to come back soon
ham,all boys made fun of me today ok i have no problem i just sent one message just for fun
ham,networking technical support associate
ham,onum ela pa normal than
ham,im hungry buy smth home
ham,here got lots of hair dresser fr china
ham,no he didnt spring is coming early yay
ham,where 
ham,sweet we may or may not go to u to meet carlos so gauge pattys interest in that
spam,uve been selected to stay in  of  top british hotels  for nothing holiday valued at  dial  to claim  national rate call bx swss
ham,you arent coming home between class right i need to work out and shower
ham,what time is ur flight tmr
ham,we not leaving yet ok lor then we go elsewhere n eat u thk
ham,how are you its been ages hows abj
spam,rtking pro video club need help inforingtonekingcouk or call  you must be  club credits redeemable at wwwringtonekingcouk enjoy
ham,yup im still having coffee wif my frens my fren drove shell give me a lift
ham,whos there say hi to our drugdealer
ham,"edison has rightly said \a fool can ask more questions than a wise man can answer\"" now you know why all of us are speechless during viva gm"
ham,hidid you asked to waheeda fathima about leave
ham,mm you ask him to come its enough 
ham,wheres my boytoy i miss you  what happened
ham,easy mate  guess the quick drink was bit ambitious
ham,why must we sit around and wait for summer days to celebrate such a magical sight when the worlds dressed in white oooooh let there be snow
ham,and do you have any one that can teach me how to ship cars
ham,omg joanna is freaking me out shes looked thru all my friends to find photos of me and then shes asking about stuff on my myspace which i havent even logged on in like a year 
spam,last chance claim ur  worth of discount vouchers today text shop to  now savamob offers mobile t cs savamob pobox muz  sub 
ham,hi hun im not comin nitetell every im sorry  me hope u ava goodtimeoli rang melnite ifink it mite b sortedbut il explain everythin on monlrsx
ham,if you r  home then come down within  min
ham,hey there glad u r better now i hear u treated urself to a digi cam is it good we r off at pm have a fab new year c u in coupla wks
ham,for fear of fainting with the of all that housework you just did quick have a cuppa
ham,otherwise had part time job natuition
ham,sent me ur email id soon
ham,yes but i dont care cause i know its there
ham,i am taking half day leave bec i am not well
ham,i sent my scores to sophas and i had to do secondary application for a few schools i think if you are thinking of applying do a research on cost also contact joke ogunrinde her school is one me the less expensive ones
ham,depends on quality if you want the type i sent boye faded glory then about  if you want ralphs maybe 
spam,santa calling would your little ones like a call from santa xmas eve call  to book your time
ham,as in i want custom officer discount oh
ham,jay is snickering and tells me that x is totally fucking up the chords as we speak
ham,sday only joinedso training we started today
ham,hiya comin  bristol  st week in april les got off  rudi on new yrs eve but i was snoringthey were drunk u bak at college yet my work sends ink  bath
ham,shes good she was wondering if you wont say hi but shes smiling now so how are you coping with the long distance
ham,me sef dey laugh you meanwhile hows my darling anjie
spam,you have  new voicemail please call 
spam,eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to  now  chance  win  cash wkentp
spam,great new offer  double mins  double txt on best orange tariffs and get latest camera phones  free call mobileupd free on  now or stoptxt tcs
ham,is toshiba portege m gd
ham,why tired what special there you had
ham,im realy soz imat my mums nite what about moro 
ham,yup im still having coffee wif my frens my fren drove shell give me a lift
ham,why nothing ok anyway give me treat
ham,yup but not studying surfing lor im in e lazy mode today
ham,youve always been the brainy one
ham,good words but words may leave u in dismay many times
ham,honey can you pls find out how much they sell predicte in nigeria and how many times can it be used its very important to have a reply before monday
ham,then i buy
ham,and thats fine i got enough bud to last most of the night at least
ham,yup
ham,when you just put in the  sign choose my number and the pin will show right
ham,is it ok if i stay the night here xavier has a sleeping bag and im getting tired
ham,yavnt tried yet and never played original either
spam,txt call to no   claim your reward of  hours talk time to use from your phone now subscribegbpmnth inc hrs  stoptxtstop wwwgambtv
ham,dont fret ill buy the ovulation test strips and send them to you you wont get them til like march can you send me your postal addressull be alrightokay
ham,noi got rumour that you going to buy apartment in chennai
ham,sorry ill call later
ham,ok
ham,oh yeah i forgot u can only take  out shopping at once
ham,we left already we at orchard now
ham,am i that much bad to avoid like this
ham,a famous quote  when you develop the ability to listen to anything unconditionally without losing your temper or self confidence it means you are  married
ham,heygreat dealfarm tour am to pm pax  deposit by  may
ham,ill text carlos and let you know hang on
ham,hi i wont b ard  christmas but do enjoy n merry xmas
ham, eatin later but im eatin wif my frens now lei  going home first 
ham,cant think of anyone with  spare room off  top of my head
ham,take care and sleep wellyou need to learn to change in lifeyou only need to get convinced on thati will wait but no more conversations between usget convinced by that timeyour family is over for you in many sensesrespect them but not overemphasiseor u have no role in my life
ham,just send a text well skype later
ham,love that holiday monday feeling even if i have to go to the dentists in an hour
ham,apo all other are mokka players only
ham,im gonna be home soon and i dont want to talk about this stuff anymore tonight k ive cried enough today
ham,well i know z will take care of me so no worries
ham,the xmas story is peace the xmas msg is love the xmas miracle is jesus hav a blessed month ahead amp wish u merry xmas
ham,not yet hadya sapna aunty manege yday hogidhechinnu full weak and swalpa black agidhane
ham,hello damn this christmas thing i think i have decided to keep this mp that doesnt work
ham,black shirt n blue jeans i thk i c _
ham,when people see my msgs they think iam addicted to msging they are wrong bcoz they don\t know that iam addicted to my sweet friends bslvyl
spam,someone has conacted our dating service and entered your phone because they fancy youto find out who it is call from landline  poboxntf
ham,whens your radio show
spam,a link to your picture has been sent you can also use httpaltocoukwavewaveaspo
ham,hi im always online on yahoo and would like to chat with you someday
ham,how is my boy no sweet words left for me this morning  sighs  how goes you day my love  did you start your studying
ham,otherwise had part time job natuition
ham,hi mom we might be back later than  ltgt 
ham,you have to pls make a note of all shes exposed to also find out from her school if anyone else was vomiting is there a dog or cat in the house let me know later
ham,hello how r u im bored inever thought id get bored with the tv but i am tell me something exciting has happened there anything 
ham,for fear of fainting with the of all that housework you just did quick have a cuppa
ham,where u been hiding stranger
ham,lol no i just need to cash in my nitros hurry come on before i crash out
ham,oh k  i will come tomorrow
ham,hey  i want you  i crave you  i miss you  i need you  i love you ahmad saeed al hallaq 
ham,when you and derek done with class
ham,im at work please call
ham,i dont have anybodys number i still havent thought up a tactful way to ask alex
ham,"beautiful truth against gravity read carefully \our heart feels light when someone is in it but it feels very heavy when someone leaves it\"" goodmorning"""
ham,hows the champ just leaving glasgow
spam,you will recieve your tone within the next hrs for terms and conditions please see channel u teletext pg 
ham,im reading the text i just sent you its meant to be a joke so read it in that light
ham,its a great day do have yourself a beautiful one
ham,oooh i got plenty of those
spam,i am hot n horny and willing i live local to you  text a reply to hear strt back from me p per msg netcollex ltdhelpdesk  reply stop to end
ham,no break time one how i come out n get my stuff fr _
ham,haf u found him i feel so stupid da v cam was working
ham,at home by the way
ham,yep by the pretty sculpture
ham,ok me watching tv too
ham,i dont know jack shit about anything or id sayask something helpful but if you want you can pretend that i did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
ham,wot u up  j
spam,text  meet someone sexy today u can find a date or even flirt its up to u join  just p reply with name  age eg sam   msg recdthirtyeight pence
ham,u will switch your fone on dammit
ham,get me out of this dump heap my mom decided to come to lowes boring
spam,winner as a valued network customer you have been selected to receivea  prize reward to claim call  claim code kl valid  hours only
ham,aight no rush ill ask jay
ham,hiya probably coming home  weekend after next
ham,dear where you will be when i reach there
ham,babe  i miiiiiiissssssssss you  i need you  i crave you    geeee  im so sad without you babe  i love you 
ham,its good to hear from you
spam,freemessage jamsterget the crazy frog sound now for poly text mad for real text mad to   crazy sounds for just  gbpweek only tcs apply
ham,no no i will check all rooms befor activities
ham,yup how _ noe leh
ham,dear good morning how you feeling dear
spam,wamma get laidwant real doggin locations sent direct to your mobile join the uks largest dogging network txt dogs to  nownyt eca lp msg
ham,i dun thk ill quit yet hmmm can go jazz  yogasana oso can we can go meet em after our lessons den 
ham,no da i am happy that we sit together na
ham,what u mean u almost done done wif sleeping but i tot u going to take a nap yup i send her liao so im picking her up at ard  smth lor
ham,hey u still at the gym
ham,dunno i juz askin cos i got a card got  off  a salon called hair sense so i tot its da one _ cut ur hair 
ham,yeah why not is the gang all ready
ham,my friend just got here and says hes upping his order by a few grams hes got  ltgt  when can you get here
spam,you wont believe it but its true its incredible txts reply g now to learn truly amazing things that will blow your mind from ofwd only ptxt
ham,oic then better quickly go bathe n settle down
ham,nothing i meant that once the money enters your account here the bank will remove its flat rate someone transfered  ltgt  to my account and  ltgt dollars got removed so the banks differ and charges also differbe sure you trust the ja person you are sending account details to cos
ham,india have to take lead
ham,good night am going to sleep
ham,they have a thread on the wishlist section of the forums where ppl post nitro requests start from the last page and collect from the bottom up
ham,hi hope ur day  good back from walk table booked for half eight let me know when ur coming over
ham,u still painting ur wall
spam,urgent your mobile number has been awarded a ukp prize guaranteed call  from landline claim  valid hrs only ppm
ham,yeah confirmed for you staying at  that weekend
ham,i not busy juz dun wan  go so early hee 
spam,want explicit sex in  secs ring  now costs pmin
ham,what happened in interview
ham,im at home n ready
ham,if he started searching he will get job in few dayshe have great potential and talent
spam,sms services for your inclusive text credits pls gotto wwwcomuknet login qxj unsubscribe with stop no extra charge help  comukcm ae
ham,yeah confirmed for you staying at  that weekend
spam,sunshine hols to claim ur med holiday send a stamped self address envelope to drinks on us uk po box  bray wicklow eire quiz starts saturday unsub stop
ham,are u awake is there snow there
ham,okok okthenwhats ur todays plan
ham,did you stitch his trouser
ham,ha ha cool cool chikku chikkudb
ham,send me yettys number pls
ham,happy new years melody
ham,have your lunch and come quickly and open the door
ham,hmmm guess we can go  kb n power yoga haha dunno we can tahan power yoga anot thk got lo oso forgot liao
ham,hows it going got any exciting karaoke type activities planned im debating whether to play football this eve feeling lazy though
ham,sfrom the training manual it show there is no tech processits all about password reset and troubleshooting
ham,exactly anyways how far is jide her to study or just visiting
ham,nothing really just making sure everybodys up to speed
ham,you didnt hear it from me
ham,no messageno responcewhat happend
ham,"frnd s not juz a wordnot merely a relationshipits a silent promise which says  \ i will be with you \"" wherevr whenevr forevr gudnyt dear"""
ham,all sounds good fingers  makes it difficult to type
ham,got meh when
ham,hey thk we juz go accordin to wat we discussed yest lor except no kb on sun cos theres nt much lesson to go if we attend kb on sat
ham,today im not workin but not free oso gee thgt u workin at ur frens shop  
ham,\er
spam,win urgent your mobile number has been awarded with a  prize guaranteed call  from land line claim  valid hrs only ppm 
spam,free tones hope you enjoyed your new content text stop to  to unsubscribe helpp provided by tonesyoucouk
ham,can you plz tell me the ans bslvyl sent via fullonsmscom
ham,okey dokey ill be over in a bit just sorting some stuff out
spam,for ur chance to win  cash every wk txt play to  tscs wwwmusictrivianet custcare  xpwk
ham, will have two more cartons off u and is very pleased with shelves
ham,oh really perform write a paper go to a movie and be home by midnight huh
ham,moji just informed me that you saved our lives thanks
ham,first answer my question
ham,ill text carlos and let you know hang on
ham,i dont have i shall buy one dear
ham,ya very nice  be ready on thursday
ham,i got arrested for possession at i shit you not  lttimegt  pm
ham,gibbs unsoldmike hussey
ham,okie
ham,thk shld b can ya i wana go  lessons haha can go for one whole stretch
ham,convey my regards to him
spam,we know someone who you know that fancies you call  to find out who pobox  lshb p
ham,forgot to tell _ smth can _ like number the sections so that its clearer
ham,dont pack what you can buy at any storelike cereals if you must pack food pack gari or something ja that you will miss
ham,can you open the door
ham,whenwhere do i pick you up
ham,yes it completely in out of formclark also utter waste
ham,hows the street where the end of library walk is
spam,mila age blonde new in uk i look sex with uk guys if u like fun with me text mtalk to   pptxt st free  increments help
ham,then its most likely called mittelschmertz google it if you dont have paracetamol dont worry it will go
ham,\alright babe
ham,kkgoodstudy well
ham,thanks for sending this mental ability question
ham,are you staying in town 
ham,dear heroi am leaving to qatar tonite for an apt opportunitypls do keep in touch at  ltemailgt kerala
ham,when people see my msgs they think iam addicted to msging they are wrong bcoz they don\t know that iam addicted to my sweet friends bslvyl
ham,sorry ill call later
ham,detroit the home of snow enjoy it
ham,okie
ham,yeah so basically any time next week you can get away from your mom amp get up before 
ham,your brother is a genius
ham,hey looks like i was wrong and one of the kappa guys numbers is still on my phone if you want i can text him and see if hes around
ham,i can ask around but theres not a lot in terms of mids up here
ham,please protect yourself from ethreats sib never asks for sensitive information like passwordsatmsms pin thru email never share your password with anybody
ham,they r giving a second chance to rahul dengra
ham,i anything lor
ham,i am in tirupur  call you da
ham,nvm im going to wear my sport shoes anyway im going to be late leh
spam,please call amanda with regard to renewing or upgrading your current tmobile handset free of charge offer ends today tel    subject to ts and cs
spam,hi if ur lookin  saucy daytime fun wiv busty married woman am free all next week chat now  sort time  janinexx callsminmobsmorelkpoboxhpfl
ham,im home ard wat time will u reach
ham,hope youre not having too much fun without me see u tomorrow love jess x
ham,remember to ask alex about his pizza
ham,fine i miss you very much
ham,how are you babes hope your doing ok i had a shit nights sleep i fell asleep at im knackered and im dreading work tonight what are thou upto tonight x
ham,hello my love how goes that day  i wish your well and fine babe and hope that you find some job prospects i miss you boytoy  a teasing kiss
ham,feel like trying kadeem again v
ham,ltgt  thats all guess thats easy enough
ham,as per your request melle melle oru minnaminunginte nurungu vettam has been set as your callertune for all callers press  to copy your friends callertune
ham,hey babe i saw you came online for a second and then you disappeared what happened 
ham,happy birthday may u find ur prince charming soon n dun work too hard
ham,desires u going to doctor  liver and get a bit stylish get ur hair managed thats it
ham,here got ur favorite oyster n got my favorite sashimi ok lar i dun say already wait ur stomach start rumbling
ham,ok but i finish at 
ham,i got like  ltgt  i can get some more later though get whatever you feel like
spam,free entry in  a wkly comp to win fa cup final tkts st may  text fa to  to receive entry questionstd txt ratetcs apply overs
ham,shes good how are you where r u working now
ham,i know where the  ltgt  is ill be there around 
ham,i think if he rule tamilnaduthen its very tough for our people
ham,i got another job the one at the hospital doing data analysis or something starts on monday not sure when my thesis will got finished
ham,depends on where u going lor
ham,she left it very vague she just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place but checking online now and all places around usc are  ltgt  and up
spam,freemsg our records indicate you may be entitled to  pounds for the accident you had to claim for free reply with yes to this msg to opt out text stop
ham,we are okay going to sleep now later
ham,yes they replied my mail im going to the management office later plus will in to bank later alsoor on wednesday
ham,im not driving raining then ill get caught at e mrt station lor
spam,this is the nd attempt to contract u you have won this weeks top prize of either  cash or  prize just call 
ham,have you got xmas radio times if not i will get it now
ham,im watching lotr w my sis dis aft so u wan  meet me  dinner at nite a not
ham,hope youre not having too much fun without me see u tomorrow love jess x
ham,doing my masters when will you buy a bb cos i have for sale and hows bf
ham,youre not sure that im not trying to make xavier smoke because i dont want to smoke after being told i smoke too much
ham,now u sound like manky scouse boy stevelike i is travelling on da bus homewot has u inmind  recreation dis eve
ham,he will you guys close
ham,oh is it which brand
ham,im realy soz imat my mums nite what about moro 
ham,im gonnamissu so muchi would say il send u a postcard buttheres aboutas much chance of merememberin asthere is ofsi not breakin his contract luv yaxx
ham,im in a movie collect car oredi
ham,poor girl cant go one day lmao
spam,urgent call  from your landline your complimentary  ibiza holiday or  cash await collection sae tcs po box  sk wp  ppm 
ham,sure but make sure he knows we aint smokin yet
ham,i shall book chez jules for half eight if thats ok with you
spam,you are a winner u have been specially selected  receive  cash or a  holiday flights inc speak to a live operator  claim 
ham,those cocksuckers if it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
ham,aight let me know when youre gonna be around usf
ham,long after i quit i get on only like  minutes a day as it is
spam,urgent your mobile no  won a  bonus caller prize on  this is the nd attempt to reach you call  asap boxnqp ppm
ham,when did dad get back
ham,"dont think about \what u have got\"" think about \""how to use it that you have got\"" good ni"""
ham,dear how is chechi did you talk to her
ham,no shit but i wasnt that surprised so i went and spent the evening with that french guy i met in town here and we fooled around a bit but i didnt let him fuck me
ham,and hes apparently bffs with carly quick now
spam,save money on wedding lingerie at wwwbridalpetticoatdreamscouk choose from a superb selection with national delivery brought to you by weddingfriend
ham,"an amazing quote  \sometimes in life its difficult to decide whats wrong a lie that brings a smile or the truth that brings a tear\"""""
ham,science tells that chocolate will melt under the sunlight please dont walk under the sunlight bcozi dont want to loss a sweet friend
ham,much better now thanks lol
ham,im reading the text i just sent you its meant to be a joke so read it in that light
ham,ok chinese food on its way when i get fat youre paying for my lipo
ham,the affidavit says  ltgt  e twiggs st division g courtroom  ltgt  lttimegt  am ill double check and text you again tomorrow
spam,urgent your mobile number has been awarded with a  prize guaranteed call  from land line claim  valid hrs only
ham,i agree so i can stop thinkin about ipad can you please ask macho the same question
ham,can _ call me at  to make sure dat ive woken up
ham,happy new year my no man
ham,i need an th but im off campus atm could i pick up in an hour or two
ham,well the general price is  ltgt oz let me know ifwhenhow much you want
ham,hey so whats the plan this sat 
ham,did u turn on the heater the heater was on and set to ltgt degrees
spam,lyricalladief is inviting you to be her friend reply yes or no see her wwwsmsacuhmmross stop send stop frnd to 
ham,then cant get da laptop my matric card wif _ lei 
ham,ok then i will come to ur home after half an hour
ham,i realise you are a busy guy and im trying not to be a bother i have to get some exams outta the way and then try the cars do have a gr day
ham,whos this am in class
ham,its a part of checking iq
ham,just havent decided where yet eh 
ham,im not driving raining then ill get caught at e mrt station lor
spam,u  have a secret admirer who is looking  make contact with ufind out who they rreveal who thinks ur so specialcall on 
ham,alrite sam its nic just checkin that this is ur numberso is ittb
ham,i can but it will tell quite long cos i havent finish my film yet
ham,ya when are _ taking ure practical lessons i start in june  
spam,well done your  costa del sol holiday or  await collection call  now toclaim sae tcs pobox stockport skxh costpm maxmins
ham,i like to think theres always the possibility of being in a pub later
ham,staffsciencenusedusgphyhcmkteachingpc
ham,how are you i miss you
ham,just got some gas money any chance you and the gang want to go on a grand nature adventure
ham,please attend the phone
spam,wan win a meetgreet with westlife  u or a m they are currently on what tour unbreakable untamed unkempt text  or  to  cost p std text
ham,i got a call from a landline number   i am asked to come to anna nagar    i will go in the afternoon
ham,we are at grandmas oh dear u still ill i felt shit this morning but i think i am just hungover another night then we leave on sat
ham,i am in escape theatre now  going to watch kavalan in a few minutes
spam,u r a winner u ave been specially selected  receive  cash or a  holiday flights inc speak to a live operator  claim pmin  
ham,cud u tell ppl im gona b a bit l cos  buses hav gon past cos they were full  im still waitin   pete x
ham,can you just come in for a sec theres somebody here i want you to see
ham,hi this is yijue can i meet u at  tmr
ham,im on da bus going home
ham,hello hows you and how did saturday go i was just texting to see if youd decided to do anything tomo not that im trying to invite myself or anything
ham, you gonna ring this weekend or wot
ham,not yet chikkuk then wat abt tht guy did he stopped irritating or msging to u
spam,xmas prize draws we are trying to contact u todays draw shows that you have won a  prize guaranteed call  from land line valid hrs only
ham,oh really did you make it on air whats your talent
ham,here is my new address applespairsall that malarky
ham,u sleeping now or you going to take haha i got spys wat me online checking n replying mails lor
ham,easy ahsen got selected means its good
spam, from  lost pound help
ham,height of confidence all the aeronautics professors wer calld amp they wer askd  sit in an aeroplane aftr they sat they wer told dat the plane ws made by their students dey all hurried out of d plane bt only  didnt move he said\if it is made by my students
ham,thank u
ham,k i might come by tonight then if my class lets out early
ham,no deam seeing in online shop so that i asked
ham,aight what time you want me to come up
ham,i want kfc its tuesday only buy  meals only  no gravy only  mark 
ham,wot about on wed nite i am  then but only til 
ham,thanks a lot for your wishes on my birthday thanks you for making my birthday truly memorable
ham,by the way rencontre is to meet again mountains dont
ham,pls give her prometazine syrup mls then  ltgt mins later feed
ham,do well all will for little time thing of good times ahead
ham,reverse is cheating that is not mathematics
ham,v skint too but fancied few bevieswaz gona go meet othrs in spoon but jst bin watchng planet earthsofa is v comfey if i dont make it hav gd night
ham,you busy or can i come by at some point and figure out what were doing tomorrow
ham,its hard to believe things like this all can say lie but think twice before saying anything to me
ham,its still not working and this time i also tried adding zeros that was the savings the checking is  ltgt 
ham,was it something u ate
ham,ok
spam,hello from orange for  months free access to games news and sport plus  free texts and  photo messages reply yes terms apply wwworangecoukow
ham,o ic lol should play  doors sometime yo
ham,tell me something thats okay
ham,oh okie lorwe go on sat 
ham,the monthly amount is not that terrible and you will not pay anything till months after finishing school
ham,thats the way you should stay oh
ham,no problem talk to you later
ham,not yet chikkugoing to room nw im in bus
ham,sorry ill call later  ltgt mins
spam,free for st week no nokia tone  ur mobile every week just txt nokia to  get txting and tell ur mates wwwgetzedcouk pobox  wwq  normptone
ham,this is all just creepy and crazy to me
ham,get the door im here
ham,ups which is days also and the shipping company that takes wks the other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff
ham,sac needs to carry on
ham,ok
ham,our prasanth ettans mother passed away last night just pray for her and family
ham,finish liao u
ham,howz painhope u r fine
spam,sexy sexy cum and text me im wet and warm and ready for some porn u up for some fun this msg is free recd msgs p inc vat  cancel text stop
ham,im in office now dawhere are you
ham,_ and dont worry well have finished by march _ ish
ham,ive sent my wife your text after we buy them shell tell you what to do so just relax we should go get them this wkend
ham,aldrine rakhesh ex rtm herepls callurgent
spam,you are a winner u have been specially selected  receive  cash or a  holiday flights inc speak to a live operator  claim 
ham,so its to be poking man everyday that they teach you in canada abi how are you just saying hi
ham,haha can but im having dinner with my cousin
ham,oops  got that bit
ham,me too have a lovely night xxx
ham,ok i also wan  watch e  pm show
ham,"\pete can you please ring meive hardly gotany credit\"""""
ham,ya srsly better than yi tho
spam,private your  account statement for  shows  unredeemed bonus points to claim call  identifier code  expires
spam,ur cashbalance is currently  pounds  to maximize ur cashin now send cash to  only pmsg cc  po box  tcrw
ham,sac will score big hundredhe is set batsman
ham,now thats going to ruin your thesis
ham,actually my mobile is full of msg and i m doing a work online where i need to send them  ltgt  sent msg i wil explain u later
ham,good good billy mates all gone just been jogging again did enjoy concert
ham,in other news after hassling me to get him weed for a week andres has no money haughaighgtujhyguj
ham,its fine imma get a drink or somethin want me to come find you
ham,"storming msg wen u lift d phne u say \hello\"" do u knw wt is d real meaning of hello    its d name of a girl    yes and u knw who is dat girl \""margaret hello\"" she is d girlfrnd f grahmbell who invnted telphone     moralone can get d name of a person"
ham,how long does applebees fucking take
ham,yeah he got in at  and was v apologetic n had fallen out and she was actin like spoilt child and he got caught up in that till  but we wont go there not doing too badly cheers you 
ham,o shore are you takin the bus
ham,understand his loss is my gain  so do you work school
spam,this is the nd time we have tried  contact u u have won the  pound prize  claim is easy call  now only p per min btnationalrate
ham,same as kallis dismissial in nd test
ham,we are supposed to meet to discuss abt our trip thought xuhui told you in the afternoon thought we can go for lesson after that
ham,our prashanthettans mother passed away last night pray for her and family
ham,some are lasting as much as  hours you might get lucky
ham,even i cant close my eyes you are in me our vava playing umma d
ham,do u konw waht is rael friendship im gving yuo an exmpel jsut ese tihs msg evrey splleing of tihs msg is wrnog bt sitll yuo can raed it wihtuot ayn mitsake goodnight amp have a nice sleepsweet dreams
ham,good morning plz call me sir
ham,ok can be later showing around  if you want  cld have drink before wld prefer not to spend money on nosh if you dont mind as doing that nxt wk
ham,ok   now i am in bus  if i come soon i will come otherwise tomorrow
spam,ur cashbalance is currently  pounds  to maximize ur cashin now send collect to  only pmsg cc  po box  tcrw
ham,yes my reg is  ciao
ham,so no messages had food
ham,how is your schedule next week i am out of town this weekend
spam,congrats  mobile g videophones r yours call  now videochat wid ur mates play java games dload polyh music noline rentl bx ip we pm
ham,chinatown got porridge claypot rice yam cake fishhead beehoon either we eat cheap den go cafe n tok or go nydc or somethin
ham,evening  v good if somewhat event laden will fill you in dont you worry _ head  ok but throat  wrecked see you at six then
ham,i donno its in your genes or something
ham,skallis wont play in first two odi
ham,i am in your office na
ham,ill be at mu in like  ltgt  seconds
ham,dont know supports ass and srt i thnk i think ps can play through usb too
ham,its that time of the week again ryan
ham,dont know you bring some food
ham,forgot it takes me  years to shower sorry where you atyour phone dead yet
ham,"oh shit i thought that was your trip loooooool  that just makes so much more sense now  grins and the sofa reference was  the \sleep on a couch\"" link you sent me  wasnt that how you went on your trip  oh  and didnt your babe go with you for that celebration with your rents"""
ham,spending new years with my brother and his family lets plan to meet next week are you ready to be spoiled 
ham,aight ill ask a few of my roommates
ham,oh icic k lor den meet other day
